"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-07-31","9.62","0.00",,,"85","91","80",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-01","11.63","1.72",,,"86","92","73","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-02","8.95","3.79",,,"83","91","73","    1","    1","    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-03","5.59","0.00",,,"81","90","75",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-04","6.49","0.00",,,"84","92","80",,,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-05","7.61","0.00",,,"85","91","81",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-06","7.16","2.06",,,"83","91","73","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-07","4.47","0.12",,,"81","90","74","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-08","4.92","0.32",,,"81","85","74","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-09","6.04","1.35",,,"82","90","74","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-10","3.36","0.04",,,"82","92","76",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-11","6.71","0.00",,,"83","88","78",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-12","8.72","0.08",,,"83","90","77",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-13","9.17","0.09",,,"85","90","75","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-14","11.86","0.05",,,"83","91","75",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-15","10.51","0.05",,,"85","92","80",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-16","10.07","0.29",,,"85","90","78","    1",,"    1",,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-17","6.93","0.52",,,"83","89","76","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-18","7.83","0.15",,,"85","91","79","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-19","4.25","0.09",,,"84","90","79",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-20","4.92","0.00",,,"85","93","77",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-21","4.92","0.00",,,"86","94","79",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-22","4.92","0.00",,,"87","93","80",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-23","8.28","0.00",,,"87","94","83",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-24","6.93","0.00",,,"85","90","80",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-25","7.38","0.02",,,"85","94","80",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-26","6.93","0.21",,,"85","92","78","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-27","9.62","0.00",,,"84","91","81",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-28","14.99","0.17",,,"85","90","79","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-29","8.50","0.90",,,"80","86","76","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-30","7.38","0.99",,,"79","86","74","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08-31","10.51","0.76",,,"81","87","74","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-01","10.51","0.01",,,"83","89","76",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-02","9.40","0.00",,,"86","93","82",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-03","5.14","0.00",,,"84","91","78",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-04","6.49","0.00",,,"84","91","78",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-05","3.80","0.67",,,"83","89","77","    1",,"    1",,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-06","3.80","0.40",,,"80","89","74","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-07","5.82","0.03",,,"81","90","76","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-08","8.50","0.09",,,"83","89","79","    1",,"    1",,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-09","11.63","0.01",,,"84","90","80",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-10","7.61","0.19",,,"83","90","76","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-11","8.05","0.28",,,"82","89","76","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-12","6.49","0.00",,,"84","91","80",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-13","7.38","0.00",,,"82","88","78",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-14","5.82","0.00",,,"84","89","80",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-15","4.03","0.00",,,"83","91","76",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-16","3.58","0.00",,,"84","91","78",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-17","4.92","0.00",,,"85","92","78",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-18","5.37","0.33",,,"85","92","75","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-19","3.80","0.32",,,"82","92","77",,,"    1",,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-20","3.13","0.75",,,"83","92","75","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-21","3.58","0.72",,,"83","91","76","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-22","2.01","0.09",,,"81","90","75",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-23","2.91","0.14",,,"81","89","76","    1",,"    1",,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-24","3.36","0.71",,,"80","89","76","    1",,"    1",,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-25","6.49","0.00",,,"80","89","75",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-26","3.80","0.40",,,"82","88","76",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-27","3.58","0.66",,,"79","85","73","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-28","4.92","0.00",,,"79","92","72",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-29","4.70","0.00",,,"83","92","77",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09-30","4.03","0.25",,,"84","91","75",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-01","7.83","0.24",,,"80","88","74","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-02","6.04","0.03",,,"84","91","77",,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-03","8.05","0.08",,,"84","91","77","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-04","6.04","0.00",,,"83","91","78",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-05","7.61","0.27",,,"85","91","79","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-06","12.53","0.92",,,"83","87","77","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-07","11.86","0.00",,,"83","91","80",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-08","6.71","0.00",,,"85","92","80",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-09","8.50","0.00",,,"84","90","78",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-10","10.29","0.00",,,"80","86","75",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-11","11.41","0.01",,,"82","87","77",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-12","7.38","0.15",,,"81","87","75","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-13","10.29","0.00",,,"81","88","77",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-14","9.40","0.00",,,"82","88","78",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-15","9.62","2.46",,,"82","88","75","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-16","10.29","1.17",,,"80","87","76","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-17","10.74","0.00",,,"82","87","79",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-18","8.50","0.15",,,"80","88","75","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-19","10.51","0.00",,,"81","88","77",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-20","5.37","0.53",,,"78","85","73","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-21","5.82","0.00",,,"78","87","72",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-22","6.93","0.00",,,"77","82","70",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-23","8.50","0.00",,,"74","83","67",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-24","7.61","0.00",,,"78","83","70",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-25","9.17","0.00",,,"77","82","72",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-26","13.20","0.59",,,"79","86","71","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-27","12.97","1.22",,,"75","81","68","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-28","13.65","0.27",,,"77","81","73","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-29","13.42","0.63",,,"78","81","75","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-30","11.18","0.90",,,"79","82","75","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10-31","10.29","0.00",,,"79","82","75",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-01","10.74","0.00",,,"77","82","72",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-02","12.08","0.02",,,"79","85","76",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-03","3.58","0.18",,,"76","79","70",,,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-04","4.47","0.00",,,"75","83","69",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-05","4.70","0.43",,,"73","82","69","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-06","8.28","0.03",,,"74","81","68","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-07","11.18","0.00",,,"76","80","72",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-08","8.50","0.00",,,"76","81","71",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-09","5.14","0.00",,,"75","81","71",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-10","3.58","0.00",,,"75","83","68",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-11","4.47","0.00",,,"75","83","66",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-12","3.80","0.00",,,"73","82","66","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-13","4.70","0.00",,,"74","81","66",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-14","2.91","0.00",,,"74","81","67",,,,,,,,,"    1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-15","4.03","0.22",,,"74","81","68","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-16","7.38","0.00",,,"71","81","64",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-17","7.61","0.00",,,"71","81","65",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-18","7.38","0.00",,,"74","80","70",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-19","5.59","0.00",,,"73","81","67",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-20","6.71","0.00",,,"71","78","63",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-21","4.25","0.00",,,"67","77","58",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-22","6.04","0.00",,,"69","79","60",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-23","10.29","0.00",,,"74","81","65",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-24","11.63","0.00",,,"77","82","73",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-25","8.28","0.00",,,"76","82","68",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-26","4.25","0.04",,,"74","82","68",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-27","8.50","0.00",,,"72","80","64",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-28","14.32","0.00",,,"75","81","70",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-29","13.65","0.02",,,"76","83","73",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11-30","11.86","0.00",,,"77","82","74",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-01","7.38","0.09",,,"78","84","74","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-02","5.82","0.18",,,"76","83","74","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-03","9.40","0.00",,,"76","80","73",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-04","11.86","0.00",,,"76","81","73",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-05","11.18","0.00",,,"78","82","75",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-06","9.84","0.00",,,"79","87","76",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-07","4.03","0.00",,,"79","85","75","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-08","3.80","0.84",,,"77","85","72","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-09","8.50","0.00",,,"72","77","62","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-10","8.95","0.80",,,"67","72","62","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-11","12.75","0.22",,,"72","78","68","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-12","6.04","0.00",,,"75","81","70",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-13","3.13","0.00",,,"76","86","71","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-14","3.80","0.00",,,"79","87","71",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-15","5.59","0.00",,,"75","83","69","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-16","9.17","0.00",,,"75","82","68",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-17","12.75","0.04",,,"79","85","76",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-18","11.86","0.00",,,"81","86","79",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-19","10.51","0.00",,,"81","87","77",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-20","5.37","0.01",,,"79","85","72",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-21","7.38","0.00",,,"75","80","71","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-22","5.82","0.00",,,"73","83","67","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-23","8.72","0.15",,,"76","83","73","    1",,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-24","10.29","0.00",,,"79","85","74",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-25","13.42","0.00",,,"79","85","73",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-26","15.66","0.00",,,"79","84","75",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-27","8.72","0.00",,,"79","84","73",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-28","4.70","0.00",,,"76","83","68","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-29","3.36","0.00",,,"76","85","68",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-30","8.95","0.00",,,"69","73","59",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12-31","7.83","0.00",,,"65","79","56",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-01","9.84","0.00",,,"76","83","71",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-02","12.30","0.00",,,"80","85","77",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-03","7.61","0.69",,,"80","86","73",,,"    1",,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-04","6.04","0.16",,,"76","83","73","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-05","3.80","0.00",,,"74","82","65",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-06","5.37","0.00",,,"72","83","62","    1","    1",,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-07","10.74","0.59",,,"78","87","54","    1",,"    1",,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-08","12.97","0.00",,,"59","70","51",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-09","9.62","0.00",,,"61","73","52",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-10","10.29","0.01",,,"70","77","64",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-11","12.30","0.03",,,"72","79","67",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-12","11.63","0.00",,,"75","81","71",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-13","11.86","0.00",,,"76","82","72",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-14","9.17","0.06",,,"74","79","68",,,,,,,"    1",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-15","10.07","0.00",,,"76","83","69",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-16","12.30","0.00",,,"77","83","72",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-17","8.05","0.00",,,"76","83","69",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-18","4.70","0.00",,,"75","83","66",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-19","4.92","0.00",,,"74","84","66",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-20","4.03","0.00",,,"74","83","65",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-21","6.04","0.00",,,"74","84","64","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-22","15.21","0.00",,,"79","87","75",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-23","14.32","1.20",,,"77","80","68","    1",,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-24","7.61","0.00",,,"71","80","63",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-25","3.80","0.00",,,"70","80","59","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-26","6.49","0.00",,,"74","85","64",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-27","6.49","0.00",,,"75","85","67",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-28","6.71","0.00",,,"68","75","58",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-29","5.37","0.66",,,"60","66","53","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-30","3.58","0.00",,,"61","73","51","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01-31","5.59","0.00",,,"64","75","55",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-01","4.70","0.00",,,"69","79","58",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-02","5.37","0.00",,,"71","80","64",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-03","3.80","0.00",,,"73","82","66",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-04","6.04","0.00",,,"73","82","65",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-05","4.03","0.00",,,"73","81","65","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-06","7.61","0.00",,,"73","82","65",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-07","9.40","0.00",,,"76","81","71",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-08","6.26","0.00",,,"76","87","68",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-09","7.38","0.00",,,"75","86","67","    1","    1",,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-10","8.95","0.00",,,"72","77","63",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-11","8.28","0.00",,,"72","78","65",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-12","4.70","0.00",,,"71","80","62",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-13","5.37","0.00",,,"71","81","63",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-14","4.92","0.00",,,"72","83","65","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-15","9.62","0.00",,,"73","84","63",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-16","9.40","0.00",,,"73","78","61",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-17","6.49","0.00",,,"66","77","57",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-18","5.59","0.00",,,"70","80","62",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-19","6.04","0.00",,,"75","86","67","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-20","6.49","0.00",,,"72","80","68",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-21","8.28","0.00",,,"70","79","67",,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-22","8.28","1.30",,,"68","75","64","    1",,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02-23","7.38","0.00",,,"69","80","63",,,,,,,,,
