YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,WHEELS_OFF,WHEELS_ON,CRS_ARR_TIME,ARR_TIME,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,
2018,1,2,21,3,2018-02-21,B6,20409,B6,N536JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1156,1154,-2,1211,1415,1433,1418,0,,0,157,144,124,1,965,,,,,,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N986JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1918,2123,125,2211,106,2246,110,0,,0,388,407,355,1,2496,125,0,19,0,0,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N637JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1803,1802,-1,1820,2108,2126,2115,0,,0,383,373,348,1,2422,,,,,,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N637JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2216,2213,-3,2226,604,629,608,0,,0,313,295,278,1,2422,,,,,,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N804JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,832,826,-6,836,1057,1116,1106,0,,0,164,160,141,1,965,,,,,,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N793JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1756,1813,17,1829,2031,2028,2036,0,,0,152,143,122,1,965,,,,,,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N986JB,498,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,2356,237,161,253,1029,805,1035,0,,0,309,298,276,1,2496,25,0,0,0,125,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N934JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,902,853,-9,912,1202,1229,1223,0,,0,387,390,350,1,2496,,,,,,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N934JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1339,1335,-4,1402,2140,2149,2211,0,,0,310,336,278,1,2496,0,0,22,0,0,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N793JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1430,1455,25,1504,1722,1715,1731,0,,0,165,156,138,1,965,6,0,0,0,10,
2018,1,2,22,4,2018-02-22,B6,20409,B6,N804JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1156,1156,0,1242,1445,1433,1502,0,,0,157,186,123,1,965,0,0,29,0,0,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N979JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1918,2104,106,2117,22,2246,27,0,,0,388,383,365,1,2496,101,0,0,0,0,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N615JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1803,1816,13,1849,2133,2126,2140,0,,0,383,384,344,1,2422,,,,,,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N615JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2216,2305,49,2319,650,629,659,0,,0,313,294,271,1,2422,21,0,0,0,9,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N784JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,832,819,-13,828,1110,1116,1118,0,,0,164,179,162,1,965,,,,,,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N706JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1756,1834,38,1915,2112,2028,2117,0,,0,152,163,117,1,965,10,0,11,0,28,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N979JB,498,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,2356,133,97,147,919,805,924,0,,0,309,291,272,1,2496,5,0,0,0,74,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N982JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,902,900,-2,917,1215,1229,1229,0,,0,387,389,358,1,2496,,,,,,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N982JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1339,1340,1,1403,2135,2149,2140,0,,0,310,300,272,1,2496,,,,,,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N706JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1430,1449,19,1506,1734,1715,1744,0,,0,165,175,148,1,965,7,0,10,0,12,
2018,1,2,23,5,2018-02-23,B6,20409,B6,N784JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1156,1220,24,1246,1445,1433,1448,0,,0,157,148,119,1,965,14,0,0,0,1,
2018,1,2,24,6,2018-02-24,B6,20409,B6,N964JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1918,1938,20,1956,2246,2246,2255,0,,0,388,377,350,1,2496,,,,,,
2018,1,2,24,6,2018-02-24,B6,20409,B6,N507JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1803,1800,-3,1825,2102,2126,2109,0,,0,383,369,337,1,2422,,,,,,
2018,1,2,24,6,2018-02-24,B6,20409,B6,N507JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2216,2213,-3,2225,602,629,608,0,,0,313,295,277,1,2422,,,,,,
2018,1,2,24,6,2018-02-24,B6,20409,B6,N565JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,832,836,4,847,1113,1116,1122,0,,0,164,166,146,1,965,,,,,,
2018,1,2,24,6,2018-02-24,B6,20409,B6,N503JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1756,1811,15,1830,2022,2028,2026,0,,0,152,135,112,1,965,,,,,,
2018,1,2,24,6,2018-02-24,B6,20409,B6,N964JB,498,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,2356,11,15,23,759,805,804,0,,0,309,293,276,1,2496,,,,,,
2018,1,2,24,6,2018-02-24,B6,20409,B6,N503JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1430,1431,1,1441,1713,1715,1719,0,,0,165,168,152,1,965,,,,,,
2018,1,2,24,6,2018-02-24,B6,20409,B6,N565JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1156,1222,26,1241,1437,1433,1440,0,,0,157,138,116,1,965,,,,,,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N942JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1918,1935,17,1948,2232,2246,2239,0,,0,388,364,344,1,2496,,,,,,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N641JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1803,1802,-1,1825,2104,2126,2114,0,,0,383,372,339,1,2422,,,,,,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N641JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2216,2218,2,2235,559,629,608,0,,0,313,290,264,1,2422,,,,,,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N508JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,832,824,-8,833,1103,1116,1119,0,,0,164,175,150,1,965,,,,,,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N629JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1756,1828,32,1840,2049,2028,2053,0,,0,152,145,129,1,965,0,0,1,0,24,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N942JB,498,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,2359,2353,-6,6,741,808,748,0,,0,309,295,275,1,2496,,,,,,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N944JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,902,855,-7,929,1217,1229,1235,0,,0,387,400,348,1,2496,,,,,,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N944JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1339,1343,4,1354,2130,2149,2151,0,,0,310,308,276,1,2496,,,,,,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N629JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1430,1513,43,1523,1739,1715,1747,0,,0,165,154,136,1,965,7,0,0,0,25,
2018,1,2,25,7,2018-02-25,B6,20409,B6,N508JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1156,1205,9,1249,1500,1433,1503,0,,0,157,178,131,1,965,6,0,21,0,3,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N944JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1918,1927,9,1944,2218,2246,2257,0,,0,388,390,334,1,2496,,,,,,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N529JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1803,1801,-2,1824,2100,2126,2111,0,,0,383,370,336,1,2422,,,,,,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N529JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2216,2248,32,2301,638,629,700,0,,0,313,312,277,1,2422,31,0,0,0,0,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N806JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,832,823,-9,833,1052,1116,1101,0,,0,164,158,139,1,965,,,,,,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N768JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1756,1757,1,1810,2013,2028,2016,0,,0,152,139,123,1,965,,,,,,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N944JB,498,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,2356,2352,-4,4,744,805,746,0,,0,309,294,280,1,2496,,,,,,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N978JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,902,858,-4,936,1212,1229,1220,0,,0,387,382,336,1,2496,,,,,,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N978JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1339,1329,-10,1345,2115,2149,2121,0,,0,310,292,270,1,2496,,,,,,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N768JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1430,1451,21,1459,1709,1715,1714,0,,0,165,143,130,1,965,,,,,,
2018,1,2,26,1,2018-02-26,B6,20409,B6,N806JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1156,1155,-1,1218,1428,1433,1432,0,,0,157,157,130,1,965,,,,,,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N983JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1923,1919,-4,1939,2238,2249,18,0,,0,386,479,359,1,2496,0,0,89,0,0,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N592JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1815,1815,0,1836,2124,2138,2130,0,,0,383,375,348,1,2422,,,,,,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N592JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2228,41,133,52,820,649,835,0,,0,321,294,268,1,2422,106,0,0,0,0,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N566JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,832,825,-7,834,1116,1115,1127,0,,0,163,182,162,1,965,,,,,,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N615JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1755,1758,3,1819,2016,2026,2019,0,,0,151,141,117,1,965,,,,,,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N983JB,498,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,2359,116,77,129,903,814,907,0,,0,315,291,274,1,2496,0,0,0,0,53,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N988JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,628,628,0,645,930,945,936,0,,0,377,368,345,1,2496,,,,,,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N988JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1055,1053,-2,1109,1839,1913,1847,0,,0,318,294,270,1,2496,,,,,,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N615JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1429,1438,9,1446,1714,1715,1720,0,,0,166,162,148,1,965,,,,,,
2018,1,2,27,2,2018-02-27,B6,20409,B6,N566JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1156,1215,19,1245,1444,1431,1454,0,,0,155,159,119,1,965,8,0,4,0,11,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N944JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1923,1936,13,1956,2242,2249,2247,0,,0,386,371,346,1,2496,,,,,,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N521JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1815,1815,0,1832,2120,2138,2129,0,,0,383,374,348,1,2422,,,,,,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N521JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2228,2229,1,2241,556,649,607,0,,0,321,278,255,1,2422,,,,,,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N793JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,832,834,2,843,1112,1115,1120,0,,0,163,166,149,1,965,,,,,,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N715JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1755,1746,-9,1804,2019,2026,2023,0,,0,151,157,135,1,965,,,,,,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N944JB,498,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,2359,2351,-8,4,734,814,741,0,,0,315,290,270,1,2496,,,,,,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N979JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,628,619,-9,637,922,945,932,0,,0,377,373,345,1,2496,,,,,,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N979JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1055,1057,2,1112,1837,1913,1844,0,,0,318,287,265,1,2496,,,,,,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N715JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1429,1420,-9,1436,1654,1715,1701,0,,0,166,161,138,1,965,,,,,,
2018,1,2,28,3,2018-02-28,B6,20409,B6,N793JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1156,1208,12,1231,1438,1431,1444,0,,0,155,156,127,1,965,,,,,,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N703JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1921,1921,0,1942,2231,2249,2240,0,,0,388,379,349,1,2496,,,,,,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N586JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1738,2108,210,2130,6,2059,15,0,,0,381,367,336,1,2422,196,0,0,0,0,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N586JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2150,100,190,109,847,559,850,0,,0,309,290,278,1,2422,0,0,0,0,171,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N563JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,805,800,-5,812,1035,1049,1047,0,,0,164,167,143,1,965,,,,,,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N635JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1756,1752,-4,1806,2010,2028,2014,0,,0,152,142,124,1,965,,,,,,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N703JB,498,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,2339,2340,1,2351,731,749,735,0,,0,310,295,280,1,2496,,,,,,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N834JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,859,853,-6,910,1214,1226,1222,0,,0,387,389,364,1,2496,,,,,,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N834JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1316,1322,6,1340,2105,2126,2114,0,,0,310,292,265,1,2496,,,,,,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N635JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1431,1424,-7,1437,1653,1716,1701,0,,0,165,157,136,1,965,,,,,,
2018,1,2,11,7,2018-02-11,B6,20409,B6,N563JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1131,1140,9,1156,1404,1407,1408,0,,0,156,148,128,1,965,,,,,,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N595JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1921,1942,21,2000,2246,2249,2254,0,,0,388,372,346,1,2496,,,,,,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N537JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1738,1829,51,1852,2134,2059,2146,0,,0,381,377,342,1,2422,47,0,0,0,0,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N537JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2150,2233,43,2243,612,559,618,0,,0,309,285,269,1,2422,0,0,0,0,19,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N535JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,805,825,20,834,1055,1049,1104,0,,0,164,159,141,1,965,15,0,0,0,0,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N519JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1756,1753,-3,1810,2011,2028,2014,0,,0,152,141,121,1,965,,,,,,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N595JB,498,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,2339,2340,1,2350,737,749,743,0,,0,310,303,287,1,2496,,,,,,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N703JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,859,856,-3,920,1201,1226,1214,0,,0,387,378,341,1,2496,,,,,,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N703JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1316,1315,-1,1325,2115,2126,2120,0,,0,310,305,290,1,2496,,,,,,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N519JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1431,1429,-2,1441,1657,1716,1704,0,,0,165,155,136,1,965,,,,,,
2018,1,2,12,1,2018-02-12,B6,20409,B6,N535JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1131,1144,13,1203,1404,1407,1407,0,,0,156,143,121,1,965,,,,,,
2018,1,2,13,2,2018-02-13,B6,20409,B6,N593JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1738,1735,-3,1808,2044,2059,2053,0,,0,381,378,336,1,2422,,,,,,
2018,1,2,13,2,2018-02-13,B6,20409,B6,N593JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2150,2145,-5,2206,548,559,554,0,,0,309,309,282,1,2422,,,,,,
2018,1,2,13,2,2018-02-13,B6,20409,B6,N618JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,805,756,-9,808,1027,1049,1036,0,,0,164,160,139,1,965,,,,,,
2018,1,2,13,2,2018-02-13,B6,20409,B6,N507JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1756,1751,-5,1804,2010,2028,2015,0,,0,152,144,126,1,965,,,,,,
2018,1,2,13,2,2018-02-13,B6,20409,B6,N968JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,859,909,10,923,1215,1226,1222,0,,0,387,373,352,1,2496,,,,,,
2018,1,2,13,2,2018-02-13,B6,20409,B6,N968JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1316,1346,30,1405,2147,2126,2154,0,,0,310,308,282,1,2496,28,0,0,0,0,
2018,1,2,13,2,2018-02-13,B6,20409,B6,N507JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1431,1425,-6,1433,1643,1716,1649,0,,0,165,144,130,1,965,,,,,,
2018,1,2,13,2,2018-02-13,B6,20409,B6,N618JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1131,1122,-9,1133,1344,1407,1347,0,,0,156,145,131,1,965,,,,,,
2018,1,2,14,3,2018-02-14,B6,20409,B6,N599JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1738,1738,0,1752,2038,2059,2044,0,,0,381,366,346,1,2422,,,,,,
2018,1,2,14,3,2018-02-14,B6,20409,B6,N599JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2150,2146,-4,2204,521,559,526,0,,0,309,280,257,1,2422,,,,,,
2018,1,2,14,3,2018-02-14,B6,20409,B6,N653JB,406,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,805,908,63,922,1138,1049,1147,0,,0,164,159,136,1,965,58,0,0,0,0,
2018,1,2,14,3,2018-02-14,B6,20409,B6,N580JB,407,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1756,1829,33,1841,2041,2028,2044,0,,0,152,135,120,1,965,1,0,0,0,15,
2018,1,2,14,3,2018-02-14,B6,20409,B6,N638JB,597,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,859,848,-11,903,1146,1226,1157,0,,0,387,369,343,1,2496,,,,,,
2018,1,2,14,3,2018-02-14,B6,20409,B6,N638JB,598,14747,1474703,30559,SEA,"Seattle, WA",10721,1072102,30721,BOS,"Boston, MA",MA,1316,1309,-7,1325,2054,2126,2057,0,,0,310,288,269,1,2496,,,,,,
2018,1,2,14,3,2018-02-14,B6,20409,B6,N580JB,1006,12954,1295406,32575,LGB,"Long Beach, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1431,1510,39,1520,1740,1716,1747,0,,0,165,157,140,1,965,2,0,0,0,29,
2018,1,2,14,3,2018-02-14,B6,20409,B6,N653JB,1007,14747,1474703,30559,SEA,"Seattle, WA",12954,1295406,32575,LGB,"Long Beach, CA",CA,1131,1248,77,1307,1518,1407,1521,0,,0,156,153,131,1,965,20,0,0,0,54,
2018,1,2,15,4,2018-02-15,B6,20409,B6,N976JB,197,10721,1072102,30721,BOS,"Boston, MA",14747,1474703,30559,SEA,"Seattle, WA",WA,1918,1949,31,2006,2311,2246,2318,0,,0,388,389,365,1,2496,30,0,1,0,1,
2018,1,2,15,4,2018-02-15,B6,20409,B6,N623JB,263,12478,1247805,31703,JFK,"New York, NY",14747,1474703,30559,SEA,"Seattle, WA",WA,1803,1759,-4,1816,2142,2126,2147,0,,0,383,408,386,1,2422,0,0,21,0,0,
2018,1,2,15,4,2018-02-15,B6,20409,B6,N623JB,264,14747,1474703,30559,SEA,"Seattle, WA",12478,1247805,31703,JFK,"New York, NY",NY,2216,2241,25,2302,626,629,641,0,,0,313,300,264,1,2422,,,,,,
