,index,CA,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS,date_time,hour,entries_offset,exits_offset,hourly_entries,hourly_exits
117166,52726,N075,R111,01-05-00,23 ST,CE,IND,05/06/2018,12:00:00,REGULAR,262348,1359347712.0,2018-05-06 12:00:00,12,262349,1359347712.0,1.0,0.0
117167,52727,N075,R111,01-05-00,23 ST,CE,IND,05/06/2018,16:00:00,REGULAR,262349,1359347712.0,2018-05-06 16:00:00,16,262349,1359347712.0,0.0,0.0
117168,52728,N075,R111,01-05-00,23 ST,CE,IND,05/06/2018,20:00:00,REGULAR,262349,1359347712.0,2018-05-06 20:00:00,20,262349,1359347712.0,0.0,0.0
117169,52729,N075,R111,01-05-00,23 ST,CE,IND,05/07/2018,00:00:00,REGULAR,262349,1359347712.0,2018-05-07 00:00:00,0,262349,1359347712.0,0.0,0.0
117170,52730,N075,R111,01-05-00,23 ST,CE,IND,05/07/2018,04:00:00,REGULAR,262349,1359347712.0,2018-05-07 04:00:00,4,262349,1359347712.0,0.0,0.0
117171,52731,N075,R111,01-05-00,23 ST,CE,IND,05/07/2018,08:00:00,REGULAR,262349,1359347712.0,2018-05-07 08:00:00,8,262349,1359347712.0,0.0,0.0
117172,52732,N075,R111,01-05-00,23 ST,CE,IND,05/07/2018,12:00:00,REGULAR,262349,1359347712.0,2018-05-07 12:00:00,12,262349,1359347712.0,0.0,0.0
117173,52733,N075,R111,01-05-00,23 ST,CE,IND,05/07/2018,16:00:00,REGULAR,262349,1359347712.0,2018-05-07 16:00:00,16,262350,1359347712.0,1.0,0.0
117174,52734,N075,R111,01-05-00,23 ST,CE,IND,05/07/2018,20:00:00,REGULAR,262350,1359347712.0,2018-05-07 20:00:00,20,262350,1359347712.0,0.0,0.0
117175,52735,N075,R111,01-05-00,23 ST,CE,IND,05/08/2018,00:00:00,REGULAR,262350,1359347712.0,2018-05-08 00:00:00,0,262350,1359347712.0,0.0,0.0
117176,52736,N075,R111,01-05-00,23 ST,CE,IND,05/08/2018,04:00:00,REGULAR,262350,1359347712.0,2018-05-08 04:00:00,4,262350,1359347712.0,0.0,0.0
117177,52737,N075,R111,01-05-00,23 ST,CE,IND,05/08/2018,08:00:00,REGULAR,262350,1359347712.0,2018-05-08 08:00:00,8,262350,1359347712.0,0.0,0.0
117178,52738,N075,R111,01-05-00,23 ST,CE,IND,05/08/2018,12:00:00,REGULAR,262350,1359347712.0,2018-05-08 12:00:00,12,262350,1359347712.0,0.0,0.0
117179,52739,N075,R111,01-05-00,23 ST,CE,IND,05/08/2018,16:00:00,REGULAR,262350,1359347712.0,2018-05-08 16:00:00,16,262350,1359347712.0,0.0,0.0
117180,52740,N075,R111,01-05-00,23 ST,CE,IND,05/08/2018,20:00:00,REGULAR,262350,1359347712.0,2018-05-08 20:00:00,20,262350,1359347712.0,0.0,0.0
117181,52741,N075,R111,01-05-00,23 ST,CE,IND,05/09/2018,00:00:00,REGULAR,262350,1359347712.0,2018-05-09 00:00:00,0,262350,1359347712.0,0.0,0.0
117182,52742,N075,R111,01-05-00,23 ST,CE,IND,05/09/2018,04:00:00,REGULAR,262350,1359347712.0,2018-05-09 04:00:00,4,262350,1359347712.0,0.0,0.0
117183,52743,N075,R111,01-05-00,23 ST,CE,IND,05/09/2018,08:00:00,REGULAR,262350,1359347712.0,2018-05-09 08:00:00,8,262350,1359347712.0,0.0,0.0
117184,52744,N075,R111,01-05-00,23 ST,CE,IND,05/09/2018,12:00:00,REGULAR,262350,1359347712.0,2018-05-09 12:00:00,12,262350,1359347712.0,0.0,0.0
117185,52745,N075,R111,01-05-00,23 ST,CE,IND,05/09/2018,16:00:00,REGULAR,262350,1359347712.0,2018-05-09 16:00:00,16,262350,1359347712.0,0.0,0.0
117186,52746,N075,R111,01-05-00,23 ST,CE,IND,05/09/2018,20:00:00,REGULAR,262350,1359347712.0,2018-05-09 20:00:00,20,262350,1359347712.0,0.0,0.0
117187,52747,N075,R111,01-05-00,23 ST,CE,IND,05/10/2018,00:00:00,REGULAR,262350,1359347712.0,2018-05-10 00:00:00,0,262350,1359347712.0,0.0,0.0
117188,52748,N075,R111,01-05-00,23 ST,CE,IND,05/10/2018,04:00:00,REGULAR,262350,1359347712.0,2018-05-10 04:00:00,4,262350,1359347712.0,0.0,0.0
117189,52749,N075,R111,01-05-00,23 ST,CE,IND,05/10/2018,08:00:00,REGULAR,262350,1359347712.0,2018-05-10 08:00:00,8,262350,1359347712.0,0.0,0.0
117190,52750,N075,R111,01-05-00,23 ST,CE,IND,05/10/2018,12:00:00,REGULAR,262350,1359347712.0,2018-05-10 12:00:00,12,262350,1359347712.0,0.0,0.0
117191,52751,N075,R111,01-05-00,23 ST,CE,IND,05/10/2018,16:00:00,REGULAR,262350,1359347712.0,2018-05-10 16:00:00,16,262350,1359347712.0,0.0,0.0
117192,52752,N075,R111,01-05-00,23 ST,CE,IND,05/10/2018,20:00:00,REGULAR,262350,1359347712.0,2018-05-10 20:00:00,20,262350,1359347712.0,0.0,0.0
117193,52753,N075,R111,01-05-00,23 ST,CE,IND,05/11/2018,00:00:00,REGULAR,262350,1359347712.0,2018-05-11 00:00:00,0,262350,1359347712.0,0.0,0.0
117194,52754,N075,R111,01-05-00,23 ST,CE,IND,05/11/2018,04:00:00,REGULAR,262350,1359347712.0,2018-05-11 04:00:00,4,262350,1359347712.0,0.0,0.0
117195,52755,N075,R111,01-05-00,23 ST,CE,IND,05/11/2018,08:00:00,REGULAR,262350,1359347712.0,2018-05-11 08:00:00,8,262350,1359347712.0,0.0,0.0
117196,52756,N075,R111,01-05-00,23 ST,CE,IND,05/11/2018,12:00:00,REGULAR,262350,1359347712.0,2018-05-11 12:00:00,12,262350,1359347712.0,0.0,0.0
117197,52757,N075,R111,01-05-00,23 ST,CE,IND,05/11/2018,16:00:00,REGULAR,262350,1359347712.0,2018-05-11 16:00:00,16,262350,1359347712.0,0.0,0.0
117198,52758,N075,R111,01-05-00,23 ST,CE,IND,05/11/2018,20:00:00,REGULAR,262350,1359347712.0,2018-05-11 20:00:00,20,262350,1359347712.0,0.0,0.0
117199,52645,N075,R111,01-05-00,23 ST,CE,IND,05/12/2018,00:00:00,REGULAR,262350,1359347712.0,2018-05-12 00:00:00,0,262350,1359347712.0,0.0,0.0
117200,52646,N075,R111,01-05-00,23 ST,CE,IND,05/12/2018,04:00:00,REGULAR,262350,1359347712.0,2018-05-12 04:00:00,4,262350,1359347712.0,0.0,0.0
117201,52647,N075,R111,01-05-00,23 ST,CE,IND,05/12/2018,08:00:00,REGULAR,262350,1359347712.0,2018-05-12 08:00:00,8,262350,1359347712.0,0.0,0.0
117202,52648,N075,R111,01-05-00,23 ST,CE,IND,05/12/2018,12:00:00,REGULAR,262350,1359347712.0,2018-05-12 12:00:00,12,262350,1359347712.0,0.0,0.0
117203,52649,N075,R111,01-05-00,23 ST,CE,IND,05/12/2018,16:00:00,REGULAR,262350,1359347712.0,2018-05-12 16:00:00,16,262350,1359347712.0,0.0,0.0
117204,52650,N075,R111,01-05-00,23 ST,CE,IND,05/12/2018,20:00:00,REGULAR,262350,1359347712.0,2018-05-12 20:00:00,20,262350,1359347712.0,0.0,0.0
117205,52651,N075,R111,01-05-00,23 ST,CE,IND,05/13/2018,00:00:00,REGULAR,262350,1359347712.0,2018-05-13 00:00:00,0,262350,1359347712.0,0.0,0.0
117206,52652,N075,R111,01-05-00,23 ST,CE,IND,05/13/2018,04:00:00,REGULAR,262350,1359347712.0,2018-05-13 04:00:00,4,262350,1359347712.0,0.0,0.0
117207,52653,N075,R111,01-05-00,23 ST,CE,IND,05/13/2018,08:00:00,REGULAR,262350,1359347712.0,2018-05-13 08:00:00,8,262350,1359347712.0,0.0,0.0
117208,52654,N075,R111,01-05-00,23 ST,CE,IND,05/13/2018,12:00:00,REGULAR,262350,1359347712.0,2018-05-13 12:00:00,12,262350,1359347712.0,0.0,0.0
117209,52655,N075,R111,01-05-00,23 ST,CE,IND,05/13/2018,16:00:00,REGULAR,262350,1359347712.0,2018-05-13 16:00:00,16,262350,1359347712.0,0.0,0.0
117210,52656,N075,R111,01-05-00,23 ST,CE,IND,05/13/2018,20:00:00,REGULAR,262350,1359347712.0,2018-05-13 20:00:00,20,262350,1359347712.0,0.0,0.0
117211,52657,N075,R111,01-05-00,23 ST,CE,IND,05/14/2018,00:00:00,REGULAR,262350,1359347712.0,2018-05-14 00:00:00,0,262350,1359347712.0,0.0,0.0
117212,52658,N075,R111,01-05-00,23 ST,CE,IND,05/14/2018,04:00:00,REGULAR,262350,1359347712.0,2018-05-14 04:00:00,4,262350,1359347712.0,0.0,0.0
117213,52659,N075,R111,01-05-00,23 ST,CE,IND,05/14/2018,08:00:00,REGULAR,262350,1359347712.0,2018-05-14 08:00:00,8,262350,1359347712.0,0.0,0.0
117214,52660,N075,R111,01-05-00,23 ST,CE,IND,05/14/2018,12:00:00,REGULAR,262350,1359347712.0,2018-05-14 12:00:00,12,262350,1359347712.0,0.0,0.0
117215,52661,N075,R111,01-05-00,23 ST,CE,IND,05/14/2018,16:00:00,REGULAR,262350,1359347712.0,2018-05-14 16:00:00,16,262350,1359347712.0,0.0,0.0
117216,52662,N075,R111,01-05-00,23 ST,CE,IND,05/14/2018,20:00:00,REGULAR,262350,1359347712.0,2018-05-14 20:00:00,20,262350,1359347712.0,0.0,0.0
117217,52663,N075,R111,01-05-00,23 ST,CE,IND,05/15/2018,00:00:00,REGULAR,262350,1359347712.0,2018-05-15 00:00:00,0,262350,1359347712.0,0.0,0.0
117218,52664,N075,R111,01-05-00,23 ST,CE,IND,05/15/2018,04:00:00,REGULAR,262350,1359347712.0,2018-05-15 04:00:00,4,262350,1359347712.0,0.0,0.0
117219,52665,N075,R111,01-05-00,23 ST,CE,IND,05/15/2018,08:00:00,REGULAR,262350,1359347712.0,2018-05-15 08:00:00,8,262351,1359347712.0,1.0,0.0
117220,52666,N075,R111,01-05-00,23 ST,CE,IND,05/15/2018,12:00:00,REGULAR,262351,1359347712.0,2018-05-15 12:00:00,12,262352,1359347712.0,1.0,0.0
117221,52667,N075,R111,01-05-00,23 ST,CE,IND,05/15/2018,16:00:00,REGULAR,262352,1359347712.0,2018-05-15 16:00:00,16,262352,1359347712.0,0.0,0.0
117222,52668,N075,R111,01-05-00,23 ST,CE,IND,05/15/2018,20:00:00,REGULAR,262352,1359347712.0,2018-05-15 20:00:00,20,262352,1359347712.0,0.0,0.0
117223,52669,N075,R111,01-05-00,23 ST,CE,IND,05/16/2018,00:00:00,REGULAR,262352,1359347712.0,2018-05-16 00:00:00,0,262352,1359347712.0,0.0,0.0
117224,52670,N075,R111,01-05-00,23 ST,CE,IND,05/16/2018,04:00:00,REGULAR,262352,1359347712.0,2018-05-16 04:00:00,4,262352,1359347712.0,0.0,0.0
117225,52671,N075,R111,01-05-00,23 ST,CE,IND,05/16/2018,08:00:00,REGULAR,262352,1359347712.0,2018-05-16 08:00:00,8,262352,1359347712.0,0.0,0.0
117226,52672,N075,R111,01-05-00,23 ST,CE,IND,05/16/2018,12:00:00,REGULAR,262352,1359347712.0,2018-05-16 12:00:00,12,262352,1359347712.0,0.0,0.0
117227,52673,N075,R111,01-05-00,23 ST,CE,IND,05/16/2018,16:00:00,REGULAR,262352,1359347712.0,2018-05-16 16:00:00,16,262352,1359347712.0,0.0,0.0
117228,52674,N075,R111,01-05-00,23 ST,CE,IND,05/16/2018,20:00:00,REGULAR,262352,1359347712.0,2018-05-16 20:00:00,20,262352,1359347712.0,0.0,0.0
117229,52675,N075,R111,01-05-00,23 ST,CE,IND,05/17/2018,00:00:00,REGULAR,262352,1359347712.0,2018-05-17 00:00:00,0,262352,1359347712.0,0.0,0.0
117230,52676,N075,R111,01-05-00,23 ST,CE,IND,05/17/2018,04:00:00,REGULAR,262352,1359347712.0,2018-05-17 04:00:00,4,262353,1359347712.0,1.0,0.0
117231,52677,N075,R111,01-05-00,23 ST,CE,IND,05/17/2018,08:00:00,REGULAR,262353,1359347712.0,2018-05-17 08:00:00,8,262355,1359347712.0,2.0,0.0
117232,52678,N075,R111,01-05-00,23 ST,CE,IND,05/17/2018,12:00:00,REGULAR,262355,1359347712.0,2018-05-17 12:00:00,12,262356,1359347712.0,1.0,0.0
117233,52679,N075,R111,01-05-00,23 ST,CE,IND,05/17/2018,16:00:00,REGULAR,262356,1359347712.0,2018-05-17 16:00:00,16,262356,1359347712.0,0.0,0.0
117234,52680,N075,R111,01-05-00,23 ST,CE,IND,05/17/2018,20:00:00,REGULAR,262356,1359347712.0,2018-05-17 20:00:00,20,262356,1359347712.0,0.0,0.0
117235,52681,N075,R111,01-05-00,23 ST,CE,IND,05/18/2018,00:00:00,REGULAR,262356,1359347712.0,2018-05-18 00:00:00,0,262356,1359347712.0,0.0,0.0
117236,52682,N075,R111,01-05-00,23 ST,CE,IND,05/18/2018,04:00:00,REGULAR,262356,1359347712.0,2018-05-18 04:00:00,4,262356,1359347712.0,0.0,0.0
117237,52683,N075,R111,01-05-00,23 ST,CE,IND,05/18/2018,08:00:00,REGULAR,262356,1359347712.0,2018-05-18 08:00:00,8,262356,1359347712.0,0.0,0.0
117238,52684,N075,R111,01-05-00,23 ST,CE,IND,05/18/2018,12:00:00,REGULAR,262356,1359347712.0,2018-05-18 12:00:00,12,262356,1359347712.0,0.0,0.0
117239,52685,N075,R111,01-05-00,23 ST,CE,IND,05/18/2018,16:00:00,REGULAR,262356,1359347712.0,2018-05-18 16:00:00,16,262357,1359347712.0,1.0,0.0
117240,52686,N075,R111,01-05-00,23 ST,CE,IND,05/18/2018,20:00:00,REGULAR,262357,1359347712.0,2018-05-18 20:00:00,20,262357,1359347712.0,0.0,0.0
117241,53004,N075,R111,01-05-00,23 ST,CE,IND,05/19/2018,00:00:00,REGULAR,262357,1359347712.0,2018-05-19 00:00:00,0,262357,1359347712.0,0.0,0.0
117242,53005,N075,R111,01-05-00,23 ST,CE,IND,05/19/2018,04:00:00,REGULAR,262357,1359347712.0,2018-05-19 04:00:00,4,262357,1359347712.0,0.0,0.0
117243,53006,N075,R111,01-05-00,23 ST,CE,IND,05/19/2018,08:00:00,REGULAR,262357,1359347712.0,2018-05-19 08:00:00,8,262357,1359347712.0,0.0,0.0
117244,53007,N075,R111,01-05-00,23 ST,CE,IND,05/19/2018,12:00:00,REGULAR,262357,1359347712.0,2018-05-19 12:00:00,12,262357,1359347712.0,0.0,0.0
117245,53008,N075,R111,01-05-00,23 ST,CE,IND,05/19/2018,16:00:00,REGULAR,262357,1359347712.0,2018-05-19 16:00:00,16,262357,1359347712.0,0.0,0.0
117246,53009,N075,R111,01-05-00,23 ST,CE,IND,05/19/2018,20:00:00,REGULAR,262357,1359347712.0,2018-05-19 20:00:00,20,262357,1359347712.0,0.0,0.0
117247,53010,N075,R111,01-05-00,23 ST,CE,IND,05/20/2018,00:00:00,REGULAR,262357,1359347712.0,2018-05-20 00:00:00,0,262357,1359347712.0,0.0,0.0
117248,53011,N075,R111,01-05-00,23 ST,CE,IND,05/20/2018,04:00:00,REGULAR,262357,1359347712.0,2018-05-20 04:00:00,4,262357,1359347712.0,0.0,0.0
117249,53012,N075,R111,01-05-00,23 ST,CE,IND,05/20/2018,08:00:00,REGULAR,262357,1359347712.0,2018-05-20 08:00:00,8,262357,1359347712.0,0.0,0.0
117250,53013,N075,R111,01-05-00,23 ST,CE,IND,05/20/2018,12:00:00,REGULAR,262357,1359347712.0,2018-05-20 12:00:00,12,262357,1359347712.0,0.0,0.0
117251,53014,N075,R111,01-05-00,23 ST,CE,IND,05/20/2018,16:00:00,REGULAR,262357,1359347712.0,2018-05-20 16:00:00,16,262357,1359347712.0,0.0,0.0
117252,53015,N075,R111,01-05-00,23 ST,CE,IND,05/20/2018,20:00:00,REGULAR,262357,1359347712.0,2018-05-20 20:00:00,20,262357,1359347712.0,0.0,0.0
117253,53016,N075,R111,01-05-00,23 ST,CE,IND,05/21/2018,00:00:00,REGULAR,262357,1359347712.0,2018-05-21 00:00:00,0,262357,1359347712.0,0.0,0.0
117254,53017,N075,R111,01-05-00,23 ST,CE,IND,05/21/2018,04:00:00,REGULAR,262357,1359347712.0,2018-05-21 04:00:00,4,262357,1359347712.0,0.0,0.0
117255,53018,N075,R111,01-05-00,23 ST,CE,IND,05/21/2018,08:00:00,REGULAR,262357,1359347712.0,2018-05-21 08:00:00,8,262357,1359347712.0,0.0,0.0
117256,53019,N075,R111,01-05-00,23 ST,CE,IND,05/21/2018,12:00:00,REGULAR,262357,1359347712.0,2018-05-21 12:00:00,12,262357,1359347712.0,0.0,0.0
117257,53020,N075,R111,01-05-00,23 ST,CE,IND,05/21/2018,16:00:00,REGULAR,262357,1359347712.0,2018-05-21 16:00:00,16,262357,1359347712.0,0.0,0.0
117258,53021,N075,R111,01-05-00,23 ST,CE,IND,05/21/2018,20:00:00,REGULAR,262357,1359347712.0,2018-05-21 20:00:00,20,262358,1359347712.0,1.0,0.0
117259,53022,N075,R111,01-05-00,23 ST,CE,IND,05/22/2018,00:00:00,REGULAR,262358,1359347712.0,2018-05-22 00:00:00,0,262358,1359347712.0,0.0,0.0
117260,53023,N075,R111,01-05-00,23 ST,CE,IND,05/22/2018,04:00:00,REGULAR,262358,1359347712.0,2018-05-22 04:00:00,4,262358,1359347712.0,0.0,0.0
117261,53024,N075,R111,01-05-00,23 ST,CE,IND,05/22/2018,08:00:00,REGULAR,262358,1359347712.0,2018-05-22 08:00:00,8,262358,1359347712.0,0.0,0.0
117262,53025,N075,R111,01-05-00,23 ST,CE,IND,05/22/2018,12:00:00,REGULAR,262358,1359347712.0,2018-05-22 12:00:00,12,262358,1359347712.0,0.0,0.0
117263,53026,N075,R111,01-05-00,23 ST,CE,IND,05/22/2018,16:00:00,REGULAR,262358,1359347712.0,2018-05-22 16:00:00,16,262358,1359347712.0,0.0,0.0
117264,53027,N075,R111,01-05-00,23 ST,CE,IND,05/22/2018,20:00:00,REGULAR,262358,1359347712.0,2018-05-22 20:00:00,20,262358,1359347712.0,0.0,0.0
117265,53028,N075,R111,01-05-00,23 ST,CE,IND,05/23/2018,00:00:00,REGULAR,262358,1359347712.0,2018-05-23 00:00:00,0,262358,1359347712.0,0.0,0.0
117266,53029,N075,R111,01-05-00,23 ST,CE,IND,05/23/2018,04:00:00,REGULAR,262358,1359347712.0,2018-05-23 04:00:00,4,262358,1359347712.0,0.0,0.0
117267,53030,N075,R111,01-05-00,23 ST,CE,IND,05/23/2018,08:00:00,REGULAR,262358,1359347712.0,2018-05-23 08:00:00,8,262358,1359347712.0,0.0,0.0
117268,53031,N075,R111,01-05-00,23 ST,CE,IND,05/23/2018,12:00:00,REGULAR,262358,1359347712.0,2018-05-23 12:00:00,12,262358,1359347712.0,0.0,0.0
117269,53032,N075,R111,01-05-00,23 ST,CE,IND,05/23/2018,16:00:00,REGULAR,262358,1359347712.0,2018-05-23 16:00:00,16,262358,1359347712.0,0.0,0.0
117270,53033,N075,R111,01-05-00,23 ST,CE,IND,05/23/2018,20:00:00,REGULAR,262358,1359347712.0,2018-05-23 20:00:00,20,262358,1359347712.0,0.0,0.0
117271,53034,N075,R111,01-05-00,23 ST,CE,IND,05/24/2018,00:00:00,REGULAR,262358,1359347712.0,2018-05-24 00:00:00,0,262358,1359347712.0,0.0,0.0
117272,53035,N075,R111,01-05-00,23 ST,CE,IND,05/24/2018,04:00:00,REGULAR,262358,1359347712.0,2018-05-24 04:00:00,4,262358,1359347712.0,0.0,0.0
117273,53036,N075,R111,01-05-00,23 ST,CE,IND,05/24/2018,08:00:00,REGULAR,262358,1359347712.0,2018-05-24 08:00:00,8,262358,1359347712.0,0.0,0.0
117274,53037,N075,R111,01-05-00,23 ST,CE,IND,05/24/2018,12:00:00,REGULAR,262358,1359347712.0,2018-05-24 12:00:00,12,262358,1359347712.0,0.0,0.0
117275,53038,N075,R111,01-05-00,23 ST,CE,IND,05/24/2018,16:00:00,REGULAR,262358,1359347712.0,2018-05-24 16:00:00,16,262358,1359347712.0,0.0,0.0
117276,53039,N075,R111,01-05-00,23 ST,CE,IND,05/24/2018,20:00:00,REGULAR,262358,1359347712.0,2018-05-24 20:00:00,20,262358,1359347712.0,0.0,0.0
117277,53040,N075,R111,01-05-00,23 ST,CE,IND,05/25/2018,00:00:00,REGULAR,262358,1359347712.0,2018-05-25 00:00:00,0,262358,1359347712.0,0.0,0.0
117278,53041,N075,R111,01-05-00,23 ST,CE,IND,05/25/2018,04:00:00,REGULAR,262358,1359347712.0,2018-05-25 04:00:00,4,262358,1359347712.0,0.0,0.0
117279,53042,N075,R111,01-05-00,23 ST,CE,IND,05/25/2018,08:00:00,REGULAR,262358,1359347712.0,2018-05-25 08:00:00,8,262363,1359347712.0,5.0,0.0
117280,53043,N075,R111,01-05-00,23 ST,CE,IND,05/25/2018,12:00:00,REGULAR,262363,1359347712.0,2018-05-25 12:00:00,12,262364,1359347712.0,1.0,0.0
117281,53044,N075,R111,01-05-00,23 ST,CE,IND,05/25/2018,16:00:00,REGULAR,262364,1359347712.0,2018-05-25 16:00:00,16,262364,1359347712.0,0.0,0.0
117282,53045,N075,R111,01-05-00,23 ST,CE,IND,05/25/2018,20:00:00,REGULAR,262364,1359347712.0,2018-05-25 20:00:00,20,262364,1359347712.0,0.0,0.0
117283,52404,N075,R111,01-05-00,23 ST,CE,IND,05/26/2018,00:00:00,REGULAR,262364,1359347712.0,2018-05-26 00:00:00,0,262364,1359347712.0,0.0,0.0
117284,52405,N075,R111,01-05-00,23 ST,CE,IND,05/26/2018,04:00:00,REGULAR,262364,1359347712.0,2018-05-26 04:00:00,4,262364,1359347712.0,0.0,0.0
117285,52406,N075,R111,01-05-00,23 ST,CE,IND,05/26/2018,08:00:00,REGULAR,262364,1359347712.0,2018-05-26 08:00:00,8,262364,1359347712.0,0.0,0.0
117286,52407,N075,R111,01-05-00,23 ST,CE,IND,05/26/2018,12:00:00,REGULAR,262364,1359347712.0,2018-05-26 12:00:00,12,262365,1359347712.0,1.0,0.0
117287,52408,N075,R111,01-05-00,23 ST,CE,IND,05/26/2018,16:00:00,REGULAR,262365,1359347712.0,2018-05-26 16:00:00,16,262365,1359347712.0,0.0,0.0
117288,52409,N075,R111,01-05-00,23 ST,CE,IND,05/26/2018,20:00:00,REGULAR,262365,1359347712.0,2018-05-26 20:00:00,20,262365,1359347712.0,0.0,0.0
117289,52410,N075,R111,01-05-00,23 ST,CE,IND,05/27/2018,00:00:00,REGULAR,262365,1359347712.0,2018-05-27 00:00:00,0,262365,1359347712.0,0.0,0.0
117290,52411,N075,R111,01-05-00,23 ST,CE,IND,05/27/2018,04:00:00,REGULAR,262365,1359347712.0,2018-05-27 04:00:00,4,262365,1359347712.0,0.0,0.0
117291,52412,N075,R111,01-05-00,23 ST,CE,IND,05/27/2018,08:00:00,REGULAR,262365,1359347712.0,2018-05-27 08:00:00,8,262365,1359347712.0,0.0,0.0
117292,52413,N075,R111,01-05-00,23 ST,CE,IND,05/27/2018,12:00:00,REGULAR,262365,1359347712.0,2018-05-27 12:00:00,12,262365,1359347712.0,0.0,0.0
117293,52414,N075,R111,01-05-00,23 ST,CE,IND,05/27/2018,16:00:00,REGULAR,262365,1359347712.0,2018-05-27 16:00:00,16,262366,1359347712.0,1.0,0.0
117294,52415,N075,R111,01-05-00,23 ST,CE,IND,05/27/2018,20:00:00,REGULAR,262366,1359347712.0,2018-05-27 20:00:00,20,262366,1359347712.0,0.0,0.0
117295,52416,N075,R111,01-05-00,23 ST,CE,IND,05/28/2018,00:00:00,REGULAR,262366,1359347712.0,2018-05-28 00:00:00,0,262366,1359347712.0,0.0,0.0
117296,52417,N075,R111,01-05-00,23 ST,CE,IND,05/28/2018,04:00:00,REGULAR,262366,1359347712.0,2018-05-28 04:00:00,4,262366,1359347712.0,0.0,0.0
117297,52418,N075,R111,01-05-00,23 ST,CE,IND,05/28/2018,08:00:00,REGULAR,262366,1359347712.0,2018-05-28 08:00:00,8,262366,1359347712.0,0.0,0.0
117298,52419,N075,R111,01-05-00,23 ST,CE,IND,05/28/2018,12:00:00,REGULAR,262366,1359347712.0,2018-05-28 12:00:00,12,262366,1359347712.0,0.0,0.0
117299,52420,N075,R111,01-05-00,23 ST,CE,IND,05/28/2018,16:00:00,REGULAR,262366,1359347712.0,2018-05-28 16:00:00,16,262366,1359347712.0,0.0,0.0
117300,52421,N075,R111,01-05-00,23 ST,CE,IND,05/28/2018,20:00:00,REGULAR,262366,1359347712.0,2018-05-28 20:00:00,20,262366,1359347712.0,0.0,0.0
117301,52422,N075,R111,01-05-00,23 ST,CE,IND,05/29/2018,00:00:00,REGULAR,262366,1359347712.0,2018-05-29 00:00:00,0,262366,1359347712.0,0.0,0.0
117302,52423,N075,R111,01-05-00,23 ST,CE,IND,05/29/2018,04:00:00,REGULAR,262366,1359347712.0,2018-05-29 04:00:00,4,262366,1359347712.0,0.0,0.0
117303,52424,N075,R111,01-05-00,23 ST,CE,IND,05/29/2018,08:00:00,REGULAR,262366,1359347712.0,2018-05-29 08:00:00,8,262366,1359347712.0,0.0,0.0
117304,52425,N075,R111,01-05-00,23 ST,CE,IND,05/29/2018,12:00:00,REGULAR,262366,1359347712.0,2018-05-29 12:00:00,12,262366,1359347712.0,0.0,0.0
117305,52426,N075,R111,01-05-00,23 ST,CE,IND,05/29/2018,16:00:00,REGULAR,262366,1359347712.0,2018-05-29 16:00:00,16,262366,1359347712.0,0.0,0.0
117306,52427,N075,R111,01-05-00,23 ST,CE,IND,05/29/2018,20:00:00,REGULAR,262366,1359347712.0,2018-05-29 20:00:00,20,262366,1359347712.0,0.0,0.0
117307,52428,N075,R111,01-05-00,23 ST,CE,IND,05/30/2018,00:00:00,REGULAR,262366,1359347712.0,2018-05-30 00:00:00,0,262366,1359347712.0,0.0,0.0
117308,52429,N075,R111,01-05-00,23 ST,CE,IND,05/30/2018,04:00:00,REGULAR,262366,1359347712.0,2018-05-30 04:00:00,4,262366,1359347712.0,0.0,0.0
117309,52430,N075,R111,01-05-00,23 ST,CE,IND,05/30/2018,08:00:00,REGULAR,262366,1359347712.0,2018-05-30 08:00:00,8,262366,1359347712.0,0.0,0.0
117310,52431,N075,R111,01-05-00,23 ST,CE,IND,05/30/2018,12:00:00,REGULAR,262366,1359347712.0,2018-05-30 12:00:00,12,262366,1359347712.0,0.0,0.0
117311,52432,N075,R111,01-05-00,23 ST,CE,IND,05/30/2018,16:00:00,REGULAR,262366,1359347712.0,2018-05-30 16:00:00,16,262366,1359347712.0,0.0,0.0
117312,52433,N075,R111,01-05-00,23 ST,CE,IND,05/30/2018,20:00:00,REGULAR,262366,1359347712.0,2018-05-30 20:00:00,20,262366,1359347712.0,0.0,0.0
117313,52434,N075,R111,01-05-00,23 ST,CE,IND,05/31/2018,00:00:00,REGULAR,262366,1359347712.0,2018-05-31 00:00:00,0,262366,1359347712.0,0.0,0.0
117314,52435,N075,R111,01-05-00,23 ST,CE,IND,05/31/2018,04:00:00,REGULAR,262366,1359347712.0,2018-05-31 04:00:00,4,262366,1359347712.0,0.0,0.0
117315,52436,N075,R111,01-05-00,23 ST,CE,IND,05/31/2018,08:00:00,REGULAR,262366,1359347712.0,2018-05-31 08:00:00,8,262366,1359347712.0,0.0,0.0
117316,52437,N075,R111,01-05-00,23 ST,CE,IND,05/31/2018,12:00:00,REGULAR,262366,1359347712.0,2018-05-31 12:00:00,12,262366,1359347712.0,0.0,0.0
117317,52438,N075,R111,01-05-00,23 ST,CE,IND,05/31/2018,16:00:00,REGULAR,262366,1359347712.0,2018-05-31 16:00:00,16,262366,1359347712.0,0.0,0.0
